ticker,date,open,close,high,low,volume
JPM,2019-12-19,137.76,137.35,138.22,137.10,9351045
JPM,2019-12-18,138.15,138.04,139.02,137.72,10381846
JPM,2019-12-17,137.73,138.18,138.67,137.23,11547063
JPM,2019-12-16,138.38,137.34,138.84,137.32,11372787
JPM,2019-12-13,137.95,136.81,138.83,136.22,10594949
JPM,2019-12-12,134.49,138.02,138.47,134.21,13725737
JPM,2019-12-11,134.29,134.18,135.02,134.01,9012476
JPM,2019-12-10,133.25,134.50,134.77,132.88,7533000
JPM,2019-12-09,134.63,134.41,135.46,134.41,8576380
JPM,2019-12-06,134.69,135.04,135.78,134.65,10171252
JPM,2019-12-05,132.68,133.06,133.31,132.18,9587878
JPM,2019-12-04,130.38,132.34,132.47,129.99,10319310
JPM,2019-12-03,129.77,129.78,129.96,128.59,10649454
JPM,2019-12-02,132.31,131.47,132.74,131.35,8622886
JPM,2019-11-29,131.87,131.76,132.41,131.45,5712035
JPM,2019-11-27,132.29,132.06,132.43,131.65,6609027
JPM,2019-11-26,131.82,131.67,131.82,130.36,10493863
JPM,2019-11-25,131.25,131.49,132.07,130.87,10069669
JPM,2019-11-22,130.15,130.79,131.22,130.10,8167918
JPM,2019-11-21,130.00,129.93,130.72,129.39,7705492
JPM,2019-11-20,130.30,129.63,130.62,128.94,11785284
JPM,2019-11-19,130.99,130.58,131.25,130.18,8824852
JPM,2019-11-18,129.56,130.62,130.65,128.99,8752503
JPM,2019-11-15,129.23,129.53,129.53,128.40,10163667
JPM,2019-11-14,127.72,128.60,128.84,127.59,8483725
JPM,2019-11-13,128.13,128.48,128.82,127.42,8098146
JPM,2019-11-12,129.63,129.16,130.62,129.01,9101912
JPM,2019-11-11,129.60,129.92,130.10,129.35,8680490
JPM,2019-11-08,129.88,130.38,130.40,129.25,9294223
JPM,2019-11-07,130.43,130.00,131.29,129.92,13528925
JPM,2019-11-06,128.69,129.30,129.84,128.58,11231123
JPM,2019-11-05,129.39,129.10,130.30,128.84,13747635
JPM,2019-11-04,129.08,128.82,129.42,128.56,9159871
JPM,2019-11-01,126.20,127.80,127.99,126.02,11682642
JPM,2019-10-31,125.49,124.92,125.73,123.86,11589074
JPM,2019-10-30,126.05,125.73,126.26,124.92,8513704
JPM,2019-10-29,126.06,126.43,127.42,125.94,9797283
JPM,2019-10-28,126.57,126.51,127.21,126.40,9522184
JPM,2019-10-25,125.00,126.03,126.65,124.75,9055690
JPM,2019-10-24,125.29,125.03,125.66,124.07,8057164
JPM,2019-10-23,124.20,125.12,125.15,124.17,9397328
JPM,2019-10-22,123.45,124.79,125.10,123.12,12657085
JPM,2019-10-21,122.05,123.55,123.77,121.99,13272678
JPM,2019-10-18,120.00,120.56,121.02,119.86,10418383
JPM,2019-10-17,120.75,120.35,121.57,119.88,11064912
JPM,2019-10-16,119.96,119.68,120.62,119.38,11632039
JPM,2019-10-15,118.85,119.96,121.59,117.87,30522338
JPM,2019-10-14,115.85,116.45,116.87,115.66,8878537
JPM,2019-10-11,116.03,116.14,117.99,115.87,15193768
JPM,2019-10-10,113.14,114.21,115.40,113.00,11388900
JPM,2019-10-09,112.67,112.63,113.16,112.07,7339861
JPM,2019-10-08,113.06,111.82,113.06,111.66,11588324
JPM,2019-10-07,114.19,114.37,115.50,114.07,6816951
JPM,2019-10-04,112.34,114.62,114.94,112.27,9622741
JPM,2019-10-03,112.27,112.19,112.91,110.52,13102112
JPM,2019-10-02,114.81,113.25,114.90,112.93,12630337
JPM,2019-10-01,118.40,115.55,119.00,115.41,11328624
JPM,2019-09-30,118.36,117.69,118.77,117.22,9800755
JPM,2019-09-27,117.96,117.72,118.64,117.28,10207958
JPM,2019-09-26,117.88,117.03,118.05,116.95,9920613
JPM,2019-09-25,117.27,118.00,118.36,117.12,10269021
JPM,2019-09-24,118.75,117.33,119.26,117.04,11851899
JPM,2019-09-23,117.78,118.88,119.12,117.68,9184038
JPM,2019-09-20,119.74,118.90,120.34,118.87,22076823
JPM,2019-09-19,119.70,119.38,120.34,119.09,9460470
JPM,2019-09-18,118.32,119.76,120.08,117.75,10716320
JPM,2019-09-17,118.42,118.57,118.61,117.24,10819727
JPM,2019-09-16,118.90,119.16,119.87,118.38,11993932
JPM,2019-09-13,119.00,120.23,120.40,118.75,16257246
JPM,2019-09-12,116.55,117.91,118.47,115.92,12283450
JPM,2019-09-11,116.89,117.19,117.20,115.38,9919217
JPM,2019-09-10,116.30,116.87,117.27,115.73,14333096
JPM,2019-09-09,113.71,115.40,116.06,113.60,13985144
JPM,2019-09-06,112.66,112.61,112.98,111.96,7836735
JPM,2019-09-05,111.25,112.37,113.72,111.20,13226615
JPM,2019-09-04,109.45,109.87,110.22,108.56,6944055
JPM,2019-09-03,108.98,108.56,108.99,107.32,9869174
JPM,2019-08-30,109.84,109.86,110.56,109.47,10170346
JPM,2019-08-29,108.14,109.22,109.89,108.02,10002439
JPM,2019-08-28,105.08,106.80,107.21,105.04,10593762
JPM,2019-08-27,107.35,105.74,107.56,104.84,14335951
JPM,2019-08-26,106.62,106.87,106.99,106.01,8211955
JPM,2019-08-23,108.00,106.02,108.78,105.11,14764096
JPM,2019-08-22,108.37,108.72,109.27,107.93,9343395
JPM,2019-08-21,108.21,107.61,108.43,107.45,8189648
JPM,2019-08-20,107.85,107.31,108.44,107.24,8376105
JPM,2019-08-19,109.63,108.69,109.75,108.42,8265570
JPM,2019-08-16,106.37,107.72,107.98,105.87,11830550
JPM,2019-08-15,104.82,105.20,106.38,104.34,13365567
JPM,2019-08-14,106.30,104.80,106.91,104.45,19491849
JPM,2019-08-13,107.95,109.34,110.33,107.03,12236560
JPM,2019-08-12,108.44,107.68,108.51,107.21,9156647
JPM,2019-08-09,109.35,109.74,110.45,108.29,9980834
JPM,2019-08-08,109.05,109.86,110.08,108.72,10903331
JPM,2019-08-07,108.00,108.03,108.28,105.94,17320865
JPM,2019-08-06,110.05,110.43,110.50,108.34,10203487
JPM,2019-08-05,110.79,109.57,110.98,108.27,15855328
JPM,2019-08-02,112.40,112.93,113.43,111.40,11025527
JPM,2019-08-01,115.33,112.94,116.80,112.60,15664530
JPM,2019-07-31,116.10,116.00,116.18,114.86,13647968
JPM,2019-07-30,115.19,115.59,116.08,114.76,7121146
JPM,2019-07-29,116.46,115.85,117.18,115.79,8500370
JPM,2019-07-26,115.77,116.22,116.51,115.53,12800364
JPM,2019-07-25,116.89,115.71,117.24,115.32,10138368
JPM,2019-07-24,115.58,116.83,116.88,115.52,10011034
JPM,2019-07-23,114.88,116.36,116.45,114.82,12752167
JPM,2019-07-22,112.91,114.27,114.45,112.77,9061487
JPM,2019-07-19,114.89,113.54,115.12,113.40,10402772
JPM,2019-07-18,113.93,114.67,115.07,113.55,9400654
JPM,2019-07-17,114.43,113.99,114.94,113.73,13120924
JPM,2019-07-16,113.48,115.12,115.50,112.92,16944998
JPM,2019-07-15,115.54,113.90,115.57,113.53,12946597
JPM,2019-07-12,114.13,115.30,115.35,113.93,10783395
JPM,2019-07-11,113.37,114.10,114.36,113.12,11595170
JPM,2019-07-10,113.37,113.02,113.83,112.74,9242253
JPM,2019-07-09,112.28,113.35,113.49,112.15,8947322
JPM,2019-07-08,112.96,112.87,113.48,112.50,6917209
JPM,2019-07-05,113.51,113.49,114.27,112.92,7929536
JPM,2019-07-03,113.34,112.82,113.87,112.26,6849443
JPM,2019-07-02,113.51,113.80,114.20,113.22,10182625
JPM,2019-07-01,113.23,113.68,114.52,113.08,12762478
JPM,2019-06-28,111.04,111.80,112.43,110.90,21634683
JPM,2019-06-27,108.84,108.84,109.55,108.44,10906607
JPM,2019-06-26,108.30,108.48,109.31,108.16,10324609
JPM,2019-06-25,108.68,107.76,108.98,107.67,18660111
JPM,2019-06-24,109.28,108.66,109.77,108.54,13039577
JPM,2019-06-21,110.19,109.44,111.67,109.09,27089546
JPM,2019-06-20,110.88,110.19,111.09,109.03,13638199
JPM,2019-06-19,110.82,109.91,111.59,109.70,13126542
JPM,2019-06-18,109.01,110.71,111.41,108.98,11057340
JPM,2019-06-17,109.70,109.22,110.37,109.06,8128583
JPM,2019-06-14,109.57,109.82,110.30,108.63,9077685
JPM,2019-06-13,109.46,109.54,110.16,109.05,8406903
JPM,2019-06-12,110.70,109.27,110.90,108.89,9670511
JPM,2019-06-11,110.82,110.68,111.57,110.37,9847999
JPM,2019-06-10,110.75,110.34,111.21,110.22,11380602
JPM,2019-06-07,109.70,109.16,110.02,108.96,10618932
JPM,2019-06-06,110.15,110.37,110.87,108.93,8726664
JPM,2019-06-05,109.86,110.13,110.38,108.64,8340484
JPM,2019-06-04,107.85,109.74,109.90,107.13,12858587
JPM,2019-06-03,105.80,106.46,106.86,105.30,11680745
JPM,2019-05-31,105.56,105.96,106.59,104.84,10952857
JPM,2019-05-30,108.65,107.06,109.18,106.54,10367822
JPM,2019-05-29,107.45,108.22,108.40,107.06,9966365
JPM,2019-05-28,109.20,108.52,109.83,108.44,11665579
JPM,2019-05-24,109.52,109.71,109.96,109.19,8537252
JPM,2019-05-23,109.64,108.64,109.79,107.50,14557969
JPM,2019-05-22,111.40,110.82,111.79,110.75,7918898
JPM,2019-05-21,111.44,111.73,111.92,111.22,7967976
JPM,2019-05-20,110.58,111.35,111.81,110.37,8518244
JPM,2019-05-17,110.00,110.77,111.75,109.83,9570477
JPM,2019-05-16,110.62,111.31,112.17,110.59,9672729
JPM,2019-05-15,109.21,109.90,110.90,108.61,10142048
JPM,2019-05-14,109.55,110.32,111.72,109.50,10503672
JPM,2019-05-13,110.08,109.45,110.45,108.98,13783652
JPM,2019-05-10,111.75,112.51,112.84,110.54,13189381
JPM,2019-05-09,111.14,112.52,112.74,110.58,12205866
JPM,2019-05-08,112.66,112.61,113.67,112.46,9576075
JPM,2019-05-07,114.03,113.21,114.03,112.29,15017725
JPM,2019-05-06,114.18,115.09,115.47,113.72,9387010
JPM,2019-05-03,116.00,116.12,116.68,115.67,8185409
JPM,2019-05-02,115.17,115.41,115.78,114.58,8613305
JPM,2019-05-01,115.72,115.16,117.00,115.11,10412881
JPM,2019-04-30,116.43,116.05,116.72,115.26,11389147
JPM,2019-04-29,114.60,116.12,117.16,114.45,14242237
JPM,2019-04-26,113.95,114.47,114.58,113.60,7889519
JPM,2019-04-25,113.01,113.61,114.15,112.50,9311768
JPM,2019-04-24,113.26,113.55,114.15,112.81,9245743
JPM,2019-04-23,113.00,113.74,114.37,112.85,9193318
JPM,2019-04-22,112.83,113.60,113.93,112.66,7975860
JPM,2019-04-18,114.53,113.46,114.95,113.33,12501949
JPM,2019-04-17,111.70,114.30,114.66,111.01,17791890
JPM,2019-04-16,109.90,111.10,111.39,109.86,11583232
JPM,2019-04-15,110.92,109.94,111.00,109.12,15163815
JPM,2019-04-12,109.44,111.21,111.85,108.88,25834073
JPM,2019-04-11,105.71,106.23,106.73,105.56,11183845
JPM,2019-04-10,105.13,105.34,105.72,104.47,10882304
JPM,2019-04-09,105.08,104.87,105.20,104.25,9092188
JPM,2019-04-08,105.11,105.65,105.65,104.91,8056282
JPM,2019-04-05,105.80,105.31,106.11,104.99,9933660
JPM,2019-04-04,104.55,105.56,105.73,104.45,11952078
JPM,2019-04-03,105.81,105.35,106.36,104.79,11499209
JPM,2019-04-02,104.60,105.14,105.44,104.33,10295539
JPM,2019-04-01,102.15,104.64,104.68,102.12,17499280
JPM,2019-03-29,101.54,101.23,101.99,100.59,14523395
JPM,2019-03-28,100.00,100.71,100.80,99.74,12454070
JPM,2019-03-27,99.88,99.58,100.45,99.08,12753234
JPM,2019-03-26,99.82,99.92,100.40,98.82,15987129
JPM,2019-03-25,99.59,98.93,100.57,98.09,21032295
JPM,2019-03-22,101.82,99.76,102.32,99.52,31115189
JPM,2019-03-21,103.49,102.87,103.49,102.28,19751044
JPM,2019-03-20,106.43,104.52,106.65,104.41,14920658
JPM,2019-03-19,108.20,106.80,108.40,106.55,12889267
JPM,2019-03-18,106.55,107.19,107.79,106.50,12935514
JPM,2019-03-15,105.41,106.55,106.80,105.23,24811730
JPM,2019-03-14,104.50,105.34,105.87,104.46,10926470
JPM,2019-03-13,104.19,104.39,104.98,103.95,13022241
JPM,2019-03-12,104.59,104.04,104.79,103.75,10219100
JPM,2019-03-11,103.98,104.35,104.55,103.66,9763235
JPM,2019-03-08,101.99,103.01,103.23,101.99,10582371
JPM,2019-03-07,103.25,102.97,103.47,102.16,12705739
JPM,2019-03-06,103.86,103.72,104.57,103.55,9070782
JPM,2019-03-05,104.13,104.11,104.55,103.26,10856646
JPM,2019-03-04,104.92,104.19,105.92,103.27,12466285
JPM,2019-03-01,105.10,104.43,105.91,104.20,13813310
JPM,2019-02-28,105.01,104.36,105.21,104.18,15156850
JPM,2019-02-27,105.18,105.16,105.38,104.51,9968822
JPM,2019-02-26,104.50,105.29,105.47,103.94,15465393
JPM,2019-02-25,105.75,106.10,107.27,105.69,11230679
JPM,2019-02-22,105.70,105.00,106.09,104.78,10647258
